Data,Tipo,Pratos Principais,Acompanhamentos,Bebidas,Sobremesas
2024-10-09,Almoço,Lasanha de Carne; Lentilha com Cebola Caramelizada,"Salada Crua; Salada Cozida: Batata, Cenoura e Vagem; Arroz Refogado; Feijão Preto; Espaguete ao Alho e Óleo",Suco,Fruta
2024-10-09,Jantar,Salsicha ao Molho; Torta Madalena de Soja,Salada Crua; Arroz Branco; Batata-doce; Sopa de Legumes; Canjiquinha,Suco; Café; Café com Leite,
2024-10-10,Almoço,Frango ao Molho de Laranja; Bobó de Grão-de-bico,"Salada Crua; Salada Cozida: Repolho, Batata-doce e Abóbora; Arroz Branco; Feijão Mulatinho; Farofa de Banana",Suco,Fruta
2024-10-10,Jantar,Suíno ao Molho de Abacaxi; Abobrinha à Milanesa,Salada Crua; Arroz Refogado; Cuscuz; Sopa de Feijão com Macarrão; Sopa de Peixe,Suco; Café; Café com Leite,
2024-10-11,Almoço,Cassoulet; Quiche de Cebola,"Salada Crua; Salada Cozida: Abobrinha, Cenoura e Chuchu; Arroz Refogado; Feijão Mulatinho; Farofa com Batata Palha",Suco,Fruta
2024-10-11,Jantar,Escondidinho de Carne de Sol; Moqueca de Banana,Salada Crua; Espaguete ao Alho e Óleo; Cará; Creme de Abóbora; Sopa de Legumes com Frango,Suco; Café; Café com Leite,
2024-10-14,Almoço,Frango ao Forno; Fricassê de Soja,"Salada Crua; Salada Cozida: Abóbora, Batata e Chuchu; Arroz Refogado; Feijão Preto; Batata Sautê",Suco,Fruta
2024-10-14,Jantar,Calabresa ao Molho de Tomate; Bobó de Grão-de-bico,Salada Crua; Arroz Branco; Banana Comprida; Creme de Cenoura; Arroz Doce,Suco; Café; Café com Leite,
2024-10-15,Almoço,Carne de Sol Acebolada; Bolinho de Legumes,"Salada Crua; Salada Cozida: Batata, Cenoura e Chuchu; Arroz Branco; Feijão Tropeiro; Espaguete ao Alho e Óleo",Suco,Doce de Goiaba
2024-10-15,Jantar,Frango à Pizzaiolo; Assado de Lentilha,Salada Crua; Arroz Refogado; Cuscuz; Sopa de Lentilha; Canja,Suco; Café; Café com Leite,
2024-10-16,Almoço,Frango ao Forno; Bolonhesa de Lentilha,"Salada Crua; Salada Cozida: Batata, Cenoura, Vagem e Milho; Arroz Refogado; Feijão Macassar; Purê Misto",Suco,Fruta
2024-10-16,Jantar,Torta Madalena de Charque; Pastelão Vegetariano,Salada Crua; Espaguete ao Alho e Óleo; Macaxeira; Creme de Batata; Sopa de Feijão com Carne,Suco; Café; Café com Leite,
2024-10-17,Almoço,Isca de Fígado ao Molho com Legumes; Risoto de Grão-de-bico,"Salada Crua; Salada Cozida: Batata, Beterraba e Chuchu; Arroz Branco; Feijão Preto; Espaguete ao Alho e Óleo",Suco,Fruta
2024-10-17,Jantar,Suíno ao Molho Agridoce; Soja com Azeitonas,Salada Crua; Arroz Branco; Batata-doce; Sopa de Feijão Vegetariana; Creme de Macaxeira com Charque,Suco; Café; Café com Leite,
2024-10-18,Almoço,Dobradinha; Empadão de Falso Camarão,"Salada Crua; Salada Cozida: Repolho, Batata-doce e Abóbora; Arroz Refogado; Feijão Mulatinho; Farofa",Suco,Pudim de Chocolate
2024-10-18,Jantar,Isca de Carne à Brejeira; Estrogonofe de Soja,Salada Crua; Espaguete ao Alho e Óleo; Cuscuz; Sopa de Legumes; Sopa de Peixe,Suco; Café; Café com Leite,
2024-10-21,Almoço,Bife ao Molho Madeira; Torta de Legumes,"Salada Crua; Salada Cozida: Abóbora, Batata e Chuchu; Arroz Refogado; Feijão Macassar; Espaguete ao Alho e Óleo",Suco,Fruta
2024-10-21,Jantar,Quiche de Charque; Soja Caipira,Salada Crua; Arroz Refogado; Batata-doce; Caldo Verde; Sopa de Legumes com Frango,Suco; Café; Café com Leite,
2024-10-22,Almoço,Peixe à Dorê; Grão-de-bico ao Molho Xadrez,"Salada Crua; Salada Cozida: Vagem, Batata e Cenoura; Arroz Branco; Feijão Mulatinho; Purê de Batata",Suco,Fruta
2024-10-22,Jantar,Frango à Milanesa; Risoto de Grão-de-bico,Salada Crua; Espaguete ao Alho e Óleo; Macaxeira; Creme de Abóbora; Mungunzá,Suco; Café; Café com Leite,
2024-10-23,Almoço,Estrogonofe de Frango; Assado de Lentilha com Legumes,"Salada Crua; Salada Cozida: Batata, Chuchu e Abóbora; Arroz Refogado; Feijão Mulatinho; Farofa de Cenoura",Suco,Pé-de-moleque
2024-10-23,Jantar,Suíno ao Molho de Laranja; Soja ao Sugo,Salada Crua; Espaguete ao Alho e Óleo; Cuscuz; Creme de Cebola; Canja,Suco; Café; Café com Leite,
2024-10-24,Almoço,Frango ao Forno com Batatas; Ratatouille,"Salada Crua; Salada Cozida: Batata, Cenoura, Vagem e Milho; Arroz Branco; Feijão Macassar; Espaguete ao Alho e Óleo",Suco,Fruta
2024-10-24,Jantar,Guisado com Legumes; Torta de Legumes,Salada Crua; Arroz Refogado; Cará; Creme de Cenoura; Sopa de Feijão com Carne,Suco; Café; Café com Leite,
2024-10-25,Almoço,Cozido; Lasanha de Berinjela,"Salada Crua; Salada Cozida: Abóbora, Batata-doce e Cenoura; Arroz Refogado; Feijão Preto; Pirão",Suco,Chocolate
2024-10-25,Jantar,Hambúrguer; Lentilha com Cebola Caramelizada,Salada Crua; Arroz Branco; Cuscuz; Sopa de Feijão Vegetariana; Sopa de Legumes com Carne,Suco; Café; Café com Leite,
2024-10-29,Almoço,Suíno ao Molho Madeira; Risoto de Grão-de-bico,"Salada Crua; Salada Cozida: Cenoura, Repolho e Chuchu; Arroz Branco; Feijão Macassar; Batata Sautê",Suco,Fruta
2024-10-29,Jantar,Carne ao Molho Oriental; Soja Refogada,Salada Crua; Espaguete ao Alho e Óleo; Macaxeira; Sopa de Legumes; Arroz Doce,Suco; Café; Café com Leite,
2024-10-30,Almoço,Bife à Parmegiana; Lentilha com Cebola Caramelizada,"Salada Crua; Salada Cozida: Batata, Cenoura e Vagem; Arroz Refogado; Feijão Preto; Espaguete ao Alho e Óleo",Suco,Fruta
2024-10-30,Jantar,Calabresa Acebolada; Torta de Repolho,Salada Crua; Arroz Refogado; Batata-doce; Caldo Verde; Sopa de Legumes com Frango,Suco; Café; Café com Leite,
2024-10-31,Almoço,Isca de Fígado à Portuguesa; Torta Madalena de Legumes,"Salada Crua; Salada Cozida: Repolho, Batata-doce e Abóbora; Arroz Branco; Feijão Mulatinho; Quibebe",Suco,Bolo
2024-10-31,Jantar,Estrogonofe de Frango; Soja ao Molho Oriental,Salada Crua; Arroz Branco; Cará; Creme de Abóbora; Canja,Suco; Café; Café com Leite,
2024-11-01,Almoço,Feijoada; Suflê de Legumes,Salada Crua; Salada Cozida: Couve e Repolho; Arroz com Cenoura; Feijão Preto; Farofa com Batata Palha,Suco,Fruta
2024-11-01,Jantar,Suíno ao Molho Agridoce; Grão-de-bico com Legumes,Salada Crua; Espaguete ao Alho e Óleo; Cuscuz; Creme de Cenoura; Sopa de Legumes com Carne,Suco; Café; Café com Leite,
2024-11-04,Almoço,Frango ao Forno; Soja ao Sugo,"Salada Crua; Salada Cozida: Abóbora, Batata e Chuchu; Arroz Refogado; Feijão Preto; Farofa",Suco,Fruta
2024-11-04,Jantar,Frango à Pizzaiolo; Bolonhesa de Lentilha,Salada Crua; Espaguete ao Alho e Óleo; Cuscuz; Sopa de Feijão Vegetariana; Creme de Peixe,Suco; Café; Café com Leite,
2024-11-05,Almoço,Fricassê de Frango; Empadão de Falso Camarão,"Salada Crua; Salada Cozida: Repolho, Batata-doce e Abóbora; Arroz Carioca; Feijão Tropeiro; Espaguete ao Alho e Óleo",Suco,Fruta
2024-11-05,Jantar,Toscana Acebolada; Estrogonofe de Grão-de-bico,Salada Crua; Arroz Branco; Macaxeira; Creme de Cebola; Sopa de Legumes com Frango,Suco; Café; Café com Leite,
2024-11-06,Almoço,Moqueca de Peixe; Bacalhoada Vegetariana,"Salada Crua; Salada Cozida: Batata, Cenoura e Chuchu; Arroz com Brócolis; Feijão Mulatinho; Quibebe",Suco,Picolé
2024-11-06,Jantar,Quiche de Carne de Sol; Soja ao Sugo,Salada Crua; Arroz com Vagem; Cará; Creme de Batata; Sopa de Feijão com Carne,Suco; Café; Café com Leite,
2024-11-07,Almoço,Estrogonofe de Carne; Lentilha com Cebola Caramelizada,"Salada Crua; Salada Cozida: Repolho, Abobrinha e Cenoura; Arroz com Milho; Feijão Preto; Espaguete ao Alho e Óleo",Suco,Fruta
2024-11-07,Jantar,Suíno ao Molho Oriental; Escondidinho Vegetariano,Salada Crua; Arroz com Espinafre; Batata-doce; Sopa de Legumes; Canjiquinha,Suco; Café; Café com Leite,
2024-11-08,Almoço,Cassoulet; Risoto de Grão-de-bico,"Salada Crua; Salada Cozida: Batata, Cenoura e Vagem; Arroz Refogado; Feijão Mulatinho; Farofa com Batata Palha",Suco,Pudim de Coco
2024-11-08,Jantar,Bife de Panela; Soja Oriental,Salada Crua; Espaguete ao Alho e Óleo; Cuscuz; Creme de Macaxeira com Charque; Sopa de Feijão,Suco; Café; Café com Leite,
2024-11-11,Almoço,Frango à Parmegiana; Assado de Lentilha com Legumes,"Salada Crua; Salada Cozida: Batata, Cenoura e Vagem; Arroz Refogado; Feijão Mulatinho; Legumes Sautê",Suco,Fruta
2024-11-11,Jantar,Suíno ao Molho de Laranja; Torta Madalena Vegetariana,Salada Crua; Arroz Refogado; Macaxeira; Creme de Abóbora; Mungunzá,Suco; Café; Café com Leite,
2024-11-12,Almoço,Fígado ao Molho Madeira; Quiche de Cebola,"Salada Crua; Salada Cozida: Abóbora, Batata-doce e Cenoura; Arroz com Brócolis; Feijão Preto; Espaguete ao Alho e Óleo",Suco,Fruta
2024-11-12,Jantar,Escondidinho de Charque; Soja com Azeitonas,Salada Crua; Espaguete ao Alho e Óleo; Cuscuz; Sopa de Lentilha; Sopa de Feijão com Carne,Suco; Café; Café com Leite,
2024-11-13,Almoço,Carne de Sol Acebolada; Soja Oriental,"Salada Crua; Salada Cozida: Abobrinha, Batata e Chuchu; Arroz com Milho; Feijão Tropeiro; Purê de Batata",Suco,Fruta
2024-11-13,Jantar,Lasanha de Carne; Risoto de Grão-de-bico,Salada Crua; Arroz Branco; Cuscuz; Creme de Cenoura; Sopa de Legumes com Frango,Suco; Café; Café com Leite,
2024-11-14,Almoço,Suíno ao Molho de Abacaxi; Bobó de Grão-de-bico,"Salada Crua; Salada Cozida: Repolho, Batata-doce e Abóbora; Arroz com Cenoura; Feijão Macassar; Espaguete ao Alho e Óleo",Suco,Fruta
2024-11-14,Jantar,Estrogonofe de Frango; Quiche de Cebola,Salada Crua; Arroz Branco; Banana Comprida; Sopa de Feijão Vegetariana; Sopa Creme de Macaxeira com Charque,Suco; Café; Café com Leite,
2024-11-18,Almoço,Frango na Aveia; Moqueca de Banana com Legumes,"Salada Crua; Salada Cozida: Batata, Repolho, Vagem e Milho; Arroz Colorido; Feijão Mulatinho; Espaguete ao Alho e Óleo",Suco,Chocolate
2024-11-18,Jantar,Frango ao Molho Pomodoro; Bacalhoada Vegetariana,Salada Crua; Arroz com Brócolis; Cará; Sopa de Feijão Vegetariana; Canjiquinha,Suco; Café; Café com Leite,
2024-11-19,Almoço,Frango Xadrez; Bolonhesa de Lentilha,"Salada Crua; Salada Cozida: Abobrinha, Batata e Chuchu; Arroz com Brócolis; Feijão Macassar; Quibebe",Suco,Fruta
2024-11-19,Jantar,Torta Madalena de Charque; Estrogonofe de Soja,Salada Crua; Espaguete ao Alho e Óleo; Cuscuz; Creme de Legumes; Sopa de Legumes com Carne,Suco; Café; Café com Leite,
2024-11-21,Almoço,Isca de Carne à Brejeira; Grão-de-bico ao Molho Xadrez,"Salada Crua; Salada Cozida: Repolho, Batata-doce e Abóbora; Arroz Refogado; Feijão Preto; Batata Sautê",Suco,Fruta
2024-11-21,Jantar,Hambúrguer; Lentilha com Cebola Caramelizada,Salada Crua; Espaguete ao Alho e Óleo; Macaxeira; Creme de Cebola; Sopa de Legumes com Frango,Suco; Café; Café com Leite,
2024-11-22,Almoço,Cozido; Empadão de Falso Camarão,"Salada Crua; Salada Cozida: Batata, Cenoura e Chuchu; Arroz Branco; Feijão Mulatinho; Pirão",Suco,Gelatina
2024-11-22,Jantar,Bife Acebolado; Soja ao Molho de Queijo,Salada Crua; Arroz Colorido; Cuscuz; Creme de Cenoura; Sopa de Feijão com Carne,Suco; Café; Café com Leite,
2024-11-25,Almoço,Suíno ao Molho Agridoce; Suflê de Legumes,"Salada Crua; Salada Cozida: Cenoura, Beterraba e Chuchu; Arroz Colorido; Feijão Preto; Batata Sautê",Suco,Paçoca
2024-11-25,Jantar,Estrogonofe de Carne; Soja com Legumes,Salada Crua; Arroz com Vagem; Cuscuz; Sopa de Feijão Vegetariana; Arroz Doce,Suco; Café; Café com Leite,
2024-11-26,Almoço,Bife ao Molho Madeira; Estrogonofe de Soja,"Salada Crua; Salada Cozida: Abóbora, Batata-doce e Cenoura; Arroz com Vagem; Feijão Tropeiro; Espaguete ao Alho e Óleo",Suco,Fruta
2024-11-26,Jantar,Quiche de Charque; Ratatouille,Salada Crua; Arroz Refogado; Macaxeira; Creme de Cenoura; Canja,Suco; Café; Café com Leite,
2024-11-27,Almoço,Fígado ao Molho; Lentilha ao Molho Oriental,"Salada Crua; Salada Cozida: Batata, Abóbora e Vagem; Arroz com Cenoura; Feijão Mulatinho; Purê de Batata",Suco,Fruta
2024-11-27,Jantar,Calabresa Acebolada; Pastelão Vegetariano,Salada Crua; Espaguete ao Alho e Óleo; Cuscuz; Sopa de Legumes; Sopa de Peixe,Suco; Café; Café com Leite,
2024-11-28,Almoço,Frango ao Forno; Abobrinha à Parmegiana,"Salada Crua; Salada Cozida: Abobrinha, Cenoura e Chuchu; Arroz com Espinafre; Feijão Mulatinho; Espaguete ao Alho e Óleo",Suco,Bolo de Chocolate
2024-11-28,Jantar,Suíno ao Molho de Abacaxi; Bobó de Grão-de-bico,Salada Crua; Arroz com Ervilha; Batata-doce; Caldo Verde; Sopa de Feijão com Carne,Suco; Café; Café com Leite,
2024-11-29,Almoço,Feijoada; Bobó de Grão-de-bico,Salada Crua; Salada Cozida: Couve e Repolho; Arroz Branco; Feijão Preto; Farofa,Suco,Fruta
2024-11-29,Jantar,Frango na Aveia; Fricassê de Soja,Salada Crua; Espaguete ao Alho e Óleo; Cará; Creme de Abóbora; Sopa de Legumes com Carne,Suco; Café; Café com Leite,
2024-12-02,Almoço,Frango ao Forno; Risoto de Grão-de-bico,"Salada Crua; Salada Cozida: Abóbora, Batata e Chuchu; Arroz com Ervilha; Feijão Preto; Espaguete ao Alho e Óleo",Suco,Fruta
2024-12-02,Jantar,Suíno ao Molho Barbecue; Soja ao Molho de Queijo,Salada Crua; Espaguete ao Alho e Óleo; Cuscuz; Sopa de Feijão Vegetariana; Creme de Peixe,Suco; Café; Café com Leite,
2024-12-03,Almoço,Bife à Parmegiana; Soja Refogada,"Salada Crua; Salada Cozida: Batata, Cenoura e Vagem; Arroz Colorido; Feijão Tropeiro; Farofa com Batata Palha",Suco,Paçoca
2024-12-03,Jantar,Toscana Acebolada; Torta de Legumes,Salada Crua; Arroz Carioca; Batata-doce; Creme de Cenoura; Sopa de Legumes com Frango,Suco; Café; Café com Leite,
2024-12-04,Almoço,Peixe à Dorê; Lentilha com Cebola Caramelizada,"Salada Crua; Salada Cozida: Repolho, Abobrinha e Cenoura; Arroz Carioca; Feijão Mulatinho; Quibebe",Suco,Fruta
2024-12-04,Jantar,Fricassê de Frango; Soja ao Sugo,Salada Crua; Arroz Branco; Cuscuz; Sopa de Lentilha; Sopa Creme de Macaxeira com Charque,Suco; Café; Café com Leite,
2024-12-05,Almoço,Frango ao Molho de Queijo; Quiche de Cebola,"Salada Crua; Salada Cozida: Batata, Cenoura e Chuchu; Arroz com Brócolis; Feijão Macassar; Espaguete ao Alho e Óleo",Suco,Fruta
2024-12-05,Jantar,Estrogonofe de Carne; Grão-de-bico com Legumes,Salada Crua; Arroz Refogado; Macaxeira; Sopa de Feijão Vegetariana; Mungunzá,Suco; Café; Café com Leite,
2024-12-06,Almoço,Cassoulet; Empadão de Falso Camarão,Salada Crua; Salada Cozida: Batata-doce e Abóbora; Arroz Branco; Feijão Mulatinho; Farofa de Cuscuz,Suco,Pudim de Coco
2024-12-06,Jantar,Torta Madalena de Charque; Bolonhesa de Lentilha,Salada Crua; Espaguete ao Alho e Óleo; Cará; Creme de Legumes; Sopa de Feijão com Carne,Suco; Café; Café com Leite,
2024-12-09,Almoço,Vaca Atolada; Torta Madalena Vegetariana,"Salada Crua; Salada Cozida: Abóbora, Beterraba e Chuchu; Arroz com Vagem; Feijão Preto; Espaguete ao Alho e Óleo",Suco,Chocolate
2024-12-09,Jantar,Frango Xadrez; Risoto de Grão-de-bico,Salada Crua; Arroz Refogado; Banana Comprida; Sopa de Feijão Vegetariana; Sopa de Peixe,Suco; Café; Café com Leite,
2024-12-10,Almoço,Estrogonofe de Frango; Bolonhesa de Lentilha,"Salada Crua; Salada Cozida: Abóbora, Beterraba e Chuchu; Arroz com Espinafre; Feijão Mulatinho; Batata Sautê",Suco,Fruta
2024-12-10,Jantar,Guisado com Legumes; Soja Oriental,Salada Crua; Arroz Carioca; Cuscuz; Creme de Abóbora; Sopa de Peixe,Suco; Café; Café com Leite,
2024-12-11,Almoço,Lasanha de Frango; Soja Caipira,"Salada Crua; Salada Cozida: Repolho, Abobrinha e Cenoura; Arroz com Milho; Feijão Macassar; Espaguete ao Alho e Óleo",Suco,Fruta
2024-12-11,Jantar,Salsicha ao Molho; Quiche de Cebola,Salada Crua; Espaguete ao Alho e Óleo; Cuscuz; Creme de Cebola; Sopa de Legumes com Frango,Suco; Café; Café com Leite,
2024-12-12,Almoço,Isca de Fígado à Portuguesa; Abobrinha à Parmegiana,"Salada Crua; Salada Cozida: Batata-doce, Cenoura e Abóbora; Arroz com Espinafre; Feijão Mulatinho; Purê de Batata",Suco,Pé-de-moleque
2024-12-12,Jantar,Escondidinho de Charque; Assado de Lentilha com Legumes,Salada Crua; Arroz Branco; Batata-doce; Creme de Cenoura; Arroz Doce,Suco; Café; Café com Leite,
2024-12-13,Almoço,Dobradinha; Estrogonofe de Grão-de-bico,"Salada Crua; Salada Cozida: Abobrinha, Beterraba e Chuchu; Arroz Carioca; Feijão Preto; Farofa de Cenoura",Suco,Fruta
2024-12-13,Jantar,Frango ao Forno; Fricassê de Soja,Salada Crua; Espaguete ao Alho e Óleo; Macaxeira; Caldo Verde; Canja,Suco; Café; Café com Leite,
2024-12-16,Almoço,Frango ao Forno; Moqueca de Banana com Legumes,"Salada Crua; Salada Cozida: Abóbora, Batata e Chuchu; Arroz com Ervilha; Feijão Mulatinho; Quibebe",Suco,Fruta
2024-12-16,Jantar,Hambúrguer; Lasanha de Soja,Salada Crua; Arroz Branco; Batata Frita; Creme de Abóbora; Canjiquinha,Suco; Café; Café com Leite,
2024-12-17,Almoço,Carne Chinesa; Suflê de Legumes,"Salada Crua; Salada Cozida: Batata, Cenoura, Vagem; Arroz Colorido; Feijão Macassar; Espaguete ao Alho e Óleo",Suco,Fruta
2024-12-17,Jantar,Quiche de Frango; Estrogonofe de Grão-de-bico,Salada Crua; Arroz Refogado; Cará; Creme de Peixe; Sopa de Feijão Vegetariana,Suco; Café; Café com Leite,
2024-12-18,Almoço,Escondidinho de Carne de Sol; Grão-de-bico com Legumes,"Salada Crua; Salada Cozida: Beterraba, Abobrinha, Cenoura; Arroz com Milho; Feijão Preto; Espaguete ao Alho e Óleo",Suco,Picolé
2024-12-18,Jantar,Isca de Carne ao Molho Branco; Ratatouille,Salada Crua; Arroz Carioca; Batata-doce; Creme de Abóbora; Sopa de Legumes com Frango,Suco; Café; Café com Leite,
2024-12-19,Almoço,Cozido; Bolinho de Soja,"Salada Crua; Salada Cozida: Batata, Abobrinha e Chuchu; Arroz Branco; Feijão Mulatinho; Pirão",Suco,Fruta
2024-12-19,Jantar,Pernil ao Molho de Abacaxi; Empadão de Falso Camarão,Salada Crua; Arroz Branco; Cuscuz; Creme de Cenoura; Arroz Doce,Suco; Café; Café com Leite,
2024-12-20,Almoço,Bacalhoada Vegetariana; Ave Festa,"Salada Crua; Salada Cozida: Abóbora, Batata-doce e Cenoura; Arroz à Grega; Feijão Tropeiro; Farofa",Suco,Bolo de Chocolate
2025-01-27,Almoço,Fricassê de Frango; Moqueca de Banana com Legumes,"Salada Crua; Salada Cozida: Abóbora, Batata e Chuchu; Feijão Mulatinho; Arroz Branco; Farofa",Suco,Chocolate
2025-01-27,Jantar,Lombo Suíno ao Molho Agridoce; Torta Madalena de Soja,Salada Crua; Espaguete ao Alho e Óleo; Cuscuz; Creme de Abóbora; Sopa de Feijão com Carne,Suco; Café; Café com Leite,
2025-01-28,Almoço,Frango ao Forno; Soja ao Sugo,"Salada Crua; Salada Cozida: Batata-doce, Repolho e Abóbora; Feijão Macassar; Arroz Carioca; Espaguete ao Alho e Óleo",Suco,Fruta
2025-01-28,Jantar,Hambúrguer; Quiche de Cebola,Salada Crua; Arroz Carioca; Macaxeira; Caldo Verde; Canja,Suco; Café; Café com Leite,
2025-01-29,Almoço,Guisado Bovino; Grão-de-bico com Legumes,"Salada Crua; Salada Cozida: Abobrinha, Repolho e Cenoura; Feijão Preto; Arroz Refogado; Quibebe",Suco,Doce Romeu e Julieta
2025-01-29,Jantar,Frango Caipira; Lentilha com Cebola Caramelizada,Salada Crua; Espaguete ao Alho e Óleo; Cará; Sopa de Feijão Vegetariana; Canjiquinha,Suco; Café; Café com Leite,
2025-01-30,Almoço,Lasanha de Frango; Assado de Lentilha com Legumes,"Salada Crua; Salada Cozida: Batata, Cenoura e Chuchu; Feijão Mulatinho; Arroz Colorido; Espaguete ao Alho e Óleo",Suco,Fruta
2025-01-30,Jantar,Isca de Carne à Chinesa; Estrogonofe de Grão-de-bico,Salada Crua; Arroz Refogado; Cuscuz; Creme de Macaxeira com Charque; Sopa de Legumes com Frango,Suco; Café; Café com Leite,
2025-01-31,Almoço,Feijoada; Torta de Legumes,Salada Crua; Salada Cozida: Couve e Repolho; Feijão Preto; Arroz Branco; Farofa de Banana,Suco,Fruta
2025-01-31,Jantar,Quiche de Charque; Soja Refogada,Salada Crua; Arroz Carioca; Batata-doce; Sopa de Feijão Vegetariana; Creme de Peixe,Suco; Café; Café com Leite,
2025-02-03,Almoço,Frango ao Forno; Soja ao Molho de Queijo,"Salada Crua; Salada Cozida: Batata, Beterraba e Chuchu; Feijão Mulatinho; Arroz com Milho; Purê de Batata",Suco,Fruta
2025-02-03,Jantar,Isca de Carne ao Molho Madeira; Torta Madalena de Soja,Salada Crua; Espaguete ao Alho e Óleo; Cuscuz; Sopa de Feijão Vegetariana; Canja,Suco; Café; Café com Leite,
2025-02-04,Almoço,Carne ao Molho Oriental; Risoto de Grão-de-bico,Salada Crua; Salada Cozida: Batata-doce e Abóbora; Feijão Macassar; Arroz com Vagem; Espaguete ao Alho e Óleo,Suco,Fruta
2025-02-04,Jantar,Frango ao Forno; Abobrinha à Milanesa,Salada Crua; Arroz Refogado; Macaxeira; Creme de Batata; Sopa de Legumes com Carne,Suco; Café; Café com Leite,
2025-02-05,Almoço,Frango ao Molho de Queijo; Lentilha com Cebola Caramelizada,"Salada Crua; Salada Cozida: Batata, Cenoura e Vagem; Feijão Preto; Arroz com Cenoura; Farofa com Batata Palha",Suco,Fruta
2025-02-05,Jantar,Torta Salgada de Frango; Suflê de Legumes,Salada Crua; Arroz Branco; Cará; Sopa de Legumes; Sopa de Feijão com Carne,Suco; Café; Café com Leite,
2025-02-06,Almoço,Isca de Fígado ao Molho com Legumes; Suflê de Legumes,"Salada Crua; Salada Cozida: Abobrinha, Beterraba e Chuchu; Feijão Tropeiro; Arroz Branco; Espaguete ao Alho e Óleo",Suco,Picolé
2025-02-06,Jantar,Filé de Frango à Milanesa; Moqueca de Banana com Legumes,Salada Crua; Espaguete ao Alho e Óleo; Batata-doce; Caldo Verde; Sopa de Peixe,Suco; Café; Café com Leite,
2025-02-07,Almoço,Cassoulet; Quiche de Cebola,"Salada Crua; Salada Cozida: Abobrinha, Cenoura e Chuchu; Feijão Tropeiro; Arroz Refogado; Farofa de Banana",Suco,Fruta
2025-02-07,Jantar,Toscana Acebolada; Lasanha de Soja,Salada Crua; Arroz Refogado; Cuscuz; Creme de Abóbora; Sopa de Legumes com Frango,Suco; Café; Café com Leite,
2025-02-10,Almoço,Suíno ao Molho Agridoce; Bolinho de Legumes,"Salada Crua; Salada Cozida: Abóbora, Batata-doce e Chuchu; Feijão Preto; Arroz Refogado; Batata Sautê",Suco,Fruta
2025-02-10,Jantar,Frango à Pizzaiolo; Bobó de Grão-de-bico,Salada Crua; Arroz Branco; Batata-doce; Sopa de Legumes; Canjiquinha,Suco; Café; Café com Leite,
2025-02-11,Almoço,Carne Acebolada; Fricassê de Soja,"Salada Crua; Salada Cozida: Beterraba, Cenoura e Chuchu; Feijão Tropeiro; Arroz com Cenoura; Purê Misto",Suco,Pé-de-moleque
2025-02-11,Jantar,Salsicha ao Molho; Assado de Lentilha com Legumes,Salada Crua; Macarrão ao Alho e Óleo; Cuscuz; Creme de Cebola; Canja,Suco; Café; Café com Leite,
2025-02-12,Almoço,Moqueca de Peixe; Assado de Lentilha,"Salada Crua; Salada Cozida: Batata, Cenoura, Vagem e Milho; Feijão Mulatinho; Arroz com Couve; Espaguete ao Alho e Óleo",Suco,Fruta
2025-02-12,Jantar,Escondidinho de Charque; Soja com Azeitonas,Salada Crua; Arroz Refogado; Banana Comprida; Sopa de Lentilha; Sopa Creme de Macaxeira com Charque,Suco; Café; Café com Leite,
2025-02-13,Almoço,Frango à Pizzaiolo; Estrogonofe de Grão-de-bico,"Salada Crua; Salada Cozida: Batata, Beterraba e Chuchu; Feijão Macassar; Arroz com Vagem; Espaguete ao Alho e Óleo",Suco,Pé-de-moleque
2025-02-13,Jantar,Suíno ao Molho Agridoce; Torta Salgada Vegetariana,Salada Crua; Arroz Branco; Cará; Creme de Batata; Sopa de Feijão com Carne,Suco; Café; Café com Leite,
2025-02-14,Almoço,Dobradinha; Empadão de Falso Camarão,"Salada Crua; Salada Cozida: Repolho, Batata-doce e Abóbora; Feijão Mulatinho; Arroz Refogado; Farofa",Suco,Fruta
2025-02-14,Jantar,Isca de Carne ao Molho Oriental; Estrogonofe de Soja,Salada Crua; Espaguete ao Alho e Óleo; Macaxeira; Sopa de Legumes; Sopa de Peixe,Suco; Café; Café com Leite,
2025-02-17,Almoço,Frango ao Forno; Grão-de-bico com Legumes,"Salada Crua; Salada Cozida: Abóbora, Batata e Chuchu; Feijão Macassar; Arroz Colorido; Espaguete ao Alho e Óleo",Suco,Fruta
2025-02-17,Jantar,Torta Madalena de Charque; Soja Caipira,Salada Crua; Arroz Refogado; Cuscuz; Caldo Verde; Sopa de Legumes com Frango,Suco; Café; Café com Leite,
2025-02-18,Almoço,Carne de Sol; Torta de Legumes,"Salada Crua; Salada Cozida: Vagem, Chuchu e Cenoura; Feijão Mulatinho; Arroz com Cenoura; Farofa de Cenoura",Suco,Chocolate
2025-02-18,Jantar,Frango Grelhado com Ervas; Risoto de Grão-de-bico,Salada Crua; Espaguete ao Alho e Óleo; Macaxeira; Sopa de Feijão Vegetariana; Mungunzá,Suco; Café; Café com Leite,
2025-02-19,Almoço,Frango ao Molho de Queijo; Bolonhesa de Lentilha com Legumes,"Salada Crua; Salada Cozida: Batata, Chuchu e Cenoura; Feijão Preto; Arroz Refogado; Purê de Batata",Suco,Doce de Goiaba
2025-02-19,Jantar,Suíno ao Molho Oriental; Torta de Legumes,Salada Crua; Espaguete ao Alho e Óleo; Cuscuz; Creme de Cebola; Canja,Suco; Café; Café com Leite,
